database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	CAS.ID	HMDB.ID	KEGG.ID	20180201_TOFI2_B1_HILIC_012	20180201_TOFI2_B1_HILIC_023	20180201_TOFI2_B1_HILIC_034	20180201_TOFI2_B1_HILIC_045	20180201_TOFI2_B1_HILIC_056	20180201_TOFI2_B1_HILIC_067	20180201_TOFI2_B1_HILIC_078	20180201_TOFI2_B1_HILIC_089	20180201_TOFI2_B1_HILIC_100	20180201_TOFI2_B1_HILIC_111	20180205_TOFI2_B2_HILIC_012	20180205_TOFI2_B2_HILIC_023	20180205_TOFI2_B2_HILIC_034	20180205_TOFI2_B2_HILIC_045	20180205_TOFI2_B2_HILIC_056	20180205_TOFI2_B2_HILIC_067	20180205_TOFI2_B2_HILIC_078	20180205_TOFI2_B2_HILIC_089	20180205_TOFI2_B2_HILIC_100	20180205_TOFI2_B2_HILIC_111	20180212_TOFI2_B3_HILIC_012	20180212_TOFI2_B3_HILIC_023	20180212_TOFI2_B3_HILIC_034	20180212_TOFI2_B3_HILIC_045	20180212_TOFI2_B3_HILIC_056	20180212_TOFI2_B3_HILIC_067	20180212_TOFI2_B3_HILIC_078	20180212_TOFI2_B3_HILIC_089	20180212_TOFI2_B3_HILIC_100	20180212_TOFI2_B3_HILIC_111	20180220_TOFI2_B4_HILIC_012	20180220_TOFI2_B4_HILIC_023	20180220_TOFI2_B4_HILIC_034	20180220_TOFI2_B4_HILIC_045	20180220_TOFI2_B4_HILIC_056	20180220_TOFI2_B4_HILIC_067	20180220_TOFI2_B4_HILIC_078	20180220_TOFI2_B4_HILIC_089	20180220_TOFI2_B4_HILIC_100	20180220_TOFI2_B4_HILIC_109	20180201_TOFI2_B1_HILIC_013	20180201_TOFI2_B1_HILIC_014	20180201_TOFI2_B1_HILIC_015	20180201_TOFI2_B1_HILIC_016	20180201_TOFI2_B1_HILIC_017	20180201_TOFI2_B1_HILIC_018	20180201_TOFI2_B1_HILIC_019	20180201_TOFI2_B1_HILIC_020	20180201_TOFI2_B1_HILIC_021	20180201_TOFI2_B1_HILIC_022	20180201_TOFI2_B1_HILIC_024	20180201_TOFI2_B1_HILIC_025	20180201_TOFI2_B1_HILIC_026	20180201_TOFI2_B1_HILIC_027	20180201_TOFI2_B1_HILIC_028	20180201_TOFI2_B1_HILIC_029	20180201_TOFI2_B1_HILIC_030	20180201_TOFI2_B1_HILIC_031	20180201_TOFI2_B1_HILIC_032	20180201_TOFI2_B1_HILIC_033	20180201_TOFI2_B1_HILIC_035	20180201_TOFI2_B1_HILIC_036	20180201_TOFI2_B1_HILIC_037	20180201_TOFI2_B1_HILIC_038	20180201_TOFI2_B1_HILIC_039	20180201_TOFI2_B1_HILIC_040	20180201_TOFI2_B1_HILIC_041	20180201_TOFI2_B1_HILIC_042	20180201_TOFI2_B1_HILIC_043	20180201_TOFI2_B1_HILIC_044	20180201_TOFI2_B1_HILIC_046	20180201_TOFI2_B1_HILIC_047	20180201_TOFI2_B1_HILIC_048	20180201_TOFI2_B1_HILIC_049	20180201_TOFI2_B1_HILIC_050	20180201_TOFI2_B1_HILIC_051	20180201_TOFI2_B1_HILIC_052	20180201_TOFI2_B1_HILIC_053	20180201_TOFI2_B1_HILIC_054	20180201_TOFI2_B1_HILIC_055	20180201_TOFI2_B1_HILIC_057	20180201_TOFI2_B1_HILIC_058	20180201_TOFI2_B1_HILIC_059	20180201_TOFI2_B1_HILIC_060	20180201_TOFI2_B1_HILIC_061	20180201_TOFI2_B1_HILIC_062	20180201_TOFI2_B1_HILIC_063	20180201_TOFI2_B1_HILIC_064	20180201_TOFI2_B1_HILIC_065	20180201_TOFI2_B1_HILIC_066	20180201_TOFI2_B1_HILIC_068	20180201_TOFI2_B1_HILIC_069	20180201_TOFI2_B1_HILIC_070	20180201_TOFI2_B1_HILIC_071	20180201_TOFI2_B1_HILIC_072	20180201_TOFI2_B1_HILIC_073	20180201_TOFI2_B1_HILIC_074	20180201_TOFI2_B1_HILIC_075	20180201_TOFI2_B1_HILIC_076	20180201_TOFI2_B1_HILIC_077	20180201_TOFI2_B1_HILIC_079	20180201_TOFI2_B1_HILIC_080	20180201_TOFI2_B1_HILIC_081	20180201_TOFI2_B1_HILIC_082	20180201_TOFI2_B1_HILIC_083	20180201_TOFI2_B1_HILIC_084	20180201_TOFI2_B1_HILIC_085	20180201_TOFI2_B1_HILIC_086	20180201_TOFI2_B1_HILIC_087	20180201_TOFI2_B1_HILIC_088	20180201_TOFI2_B1_HILIC_090	20180201_TOFI2_B1_HILIC_091	20180201_TOFI2_B1_HILIC_092	20180201_TOFI2_B1_HILIC_093	20180201_TOFI2_B1_HILIC_094	20180201_TOFI2_B1_HILIC_095	20180201_TOFI2_B1_HILIC_096	20180201_TOFI2_B1_HILIC_097	20180201_TOFI2_B1_HILIC_098	20180201_TOFI2_B1_HILIC_101	20180201_TOFI2_B1_HILIC_102	20180201_TOFI2_B1_HILIC_103	20180201_TOFI2_B1_HILIC_104	20180201_TOFI2_B1_HILIC_105	20180201_TOFI2_B1_HILIC_106	20180201_TOFI2_B1_HILIC_107	20180201_TOFI2_B1_HILIC_108	20180201_TOFI2_B1_HILIC_109	20180201_TOFI2_B1_HILIC_110	20180201_TOFI2_B1_HILIC_99	20180205_TOFI2_B2_HILIC_013	20180205_TOFI2_B2_HILIC_014	20180205_TOFI2_B2_HILIC_015	20180205_TOFI2_B2_HILIC_016	20180205_TOFI2_B2_HILIC_017	20180205_TOFI2_B2_HILIC_018	20180205_TOFI2_B2_HILIC_019	20180205_TOFI2_B2_HILIC_020	20180205_TOFI2_B2_HILIC_021	20180205_TOFI2_B2_HILIC_022	20180205_TOFI2_B2_HILIC_024	20180205_TOFI2_B2_HILIC_025	20180205_TOFI2_B2_HILIC_026	20180205_TOFI2_B2_HILIC_027	20180205_TOFI2_B2_HILIC_028	20180205_TOFI2_B2_HILIC_029	20180205_TOFI2_B2_HILIC_030	20180205_TOFI2_B2_HILIC_031	20180205_TOFI2_B2_HILIC_032	20180205_TOFI2_B2_HILIC_033	20180205_TOFI2_B2_HILIC_035	20180205_TOFI2_B2_HILIC_036	20180205_TOFI2_B2_HILIC_037	20180205_TOFI2_B2_HILIC_038	20180205_TOFI2_B2_HILIC_039	20180205_TOFI2_B2_HILIC_040	20180205_TOFI2_B2_HILIC_041	20180205_TOFI2_B2_HILIC_042	20180205_TOFI2_B2_HILIC_043	20180205_TOFI2_B2_HILIC_044	20180205_TOFI2_B2_HILIC_046	20180205_TOFI2_B2_HILIC_047	20180205_TOFI2_B2_HILIC_048	20180205_TOFI2_B2_HILIC_049	20180205_TOFI2_B2_HILIC_050	20180205_TOFI2_B2_HILIC_051	20180205_TOFI2_B2_HILIC_052	20180205_TOFI2_B2_HILIC_053	20180205_TOFI2_B2_HILIC_054	20180205_TOFI2_B2_HILIC_055	20180205_TOFI2_B2_HILIC_057	20180205_TOFI2_B2_HILIC_058	20180205_TOFI2_B2_HILIC_059	20180205_TOFI2_B2_HILIC_060	20180205_TOFI2_B2_HILIC_061	20180205_TOFI2_B2_HILIC_062	20180205_TOFI2_B2_HILIC_063	20180205_TOFI2_B2_HILIC_064	20180205_TOFI2_B2_HILIC_065	20180205_TOFI2_B2_HILIC_066	20180205_TOFI2_B2_HILIC_068	20180205_TOFI2_B2_HILIC_069	20180205_TOFI2_B2_HILIC_070	20180205_TOFI2_B2_HILIC_071	20180205_TOFI2_B2_HILIC_072	20180205_TOFI2_B2_HILIC_073	20180205_TOFI2_B2_HILIC_074	20180205_TOFI2_B2_HILIC_075	20180205_TOFI2_B2_HILIC_076	20180205_TOFI2_B2_HILIC_077	20180205_TOFI2_B2_HILIC_079	20180205_TOFI2_B2_HILIC_080	20180205_TOFI2_B2_HILIC_081	20180205_TOFI2_B2_HILIC_082	20180205_TOFI2_B2_HILIC_083	20180205_TOFI2_B2_HILIC_084	20180205_TOFI2_B2_HILIC_085	20180205_TOFI2_B2_HILIC_086	20180205_TOFI2_B2_HILIC_087	20180205_TOFI2_B2_HILIC_088	20180205_TOFI2_B2_HILIC_090	20180205_TOFI2_B2_HILIC_091	20180205_TOFI2_B2_HILIC_092	20180205_TOFI2_B2_HILIC_093	20180205_TOFI2_B2_HILIC_094	20180205_TOFI2_B2_HILIC_095	20180205_TOFI2_B2_HILIC_096	20180205_TOFI2_B2_HILIC_097	20180205_TOFI2_B2_HILIC_098	20180205_TOFI2_B2_HILIC_099	20180205_TOFI2_B2_HILIC_101	20180205_TOFI2_B2_HILIC_102	20180205_TOFI2_B2_HILIC_103	20180205_TOFI2_B2_HILIC_104	20180205_TOFI2_B2_HILIC_105	20180205_TOFI2_B2_HILIC_106	20180205_TOFI2_B2_HILIC_107	20180205_TOFI2_B2_HILIC_108	20180205_TOFI2_B2_HILIC_109	20180205_TOFI2_B2_HILIC_110	20180212_TOFI2_B3_HILIC_013	20180212_TOFI2_B3_HILIC_014	20180212_TOFI2_B3_HILIC_015	20180212_TOFI2_B3_HILIC_016	20180212_TOFI2_B3_HILIC_017	20180212_TOFI2_B3_HILIC_018	20180212_TOFI2_B3_HILIC_019	20180212_TOFI2_B3_HILIC_020	20180212_TOFI2_B3_HILIC_021	20180212_TOFI2_B3_HILIC_022	20180212_TOFI2_B3_HILIC_024	20180212_TOFI2_B3_HILIC_025	20180212_TOFI2_B3_HILIC_026	20180212_TOFI2_B3_HILIC_027	20180212_TOFI2_B3_HILIC_028	20180212_TOFI2_B3_HILIC_029	20180212_TOFI2_B3_HILIC_030	20180212_TOFI2_B3_HILIC_031	20180212_TOFI2_B3_HILIC_032	20180212_TOFI2_B3_HILIC_033	20180212_TOFI2_B3_HILIC_035	20180212_TOFI2_B3_HILIC_036	20180212_TOFI2_B3_HILIC_037	20180212_TOFI2_B3_HILIC_038	20180212_TOFI2_B3_HILIC_039	20180212_TOFI2_B3_HILIC_040	20180212_TOFI2_B3_HILIC_041	20180212_TOFI2_B3_HILIC_042	20180212_TOFI2_B3_HILIC_043	20180212_TOFI2_B3_HILIC_044	20180212_TOFI2_B3_HILIC_046	20180212_TOFI2_B3_HILIC_047	20180212_TOFI2_B3_HILIC_048	20180212_TOFI2_B3_HILIC_049	20180212_TOFI2_B3_HILIC_050	20180212_TOFI2_B3_HILIC_051	20180212_TOFI2_B3_HILIC_052	20180212_TOFI2_B3_HILIC_053	20180212_TOFI2_B3_HILIC_054	20180212_TOFI2_B3_HILIC_055	20180212_TOFI2_B3_HILIC_057	20180212_TOFI2_B3_HILIC_058	20180212_TOFI2_B3_HILIC_059	20180212_TOFI2_B3_HILIC_060	20180212_TOFI2_B3_HILIC_061	20180212_TOFI2_B3_HILIC_062	20180212_TOFI2_B3_HILIC_063	20180212_TOFI2_B3_HILIC_064	20180212_TOFI2_B3_HILIC_065	20180212_TOFI2_B3_HILIC_066	20180212_TOFI2_B3_HILIC_068	20180212_TOFI2_B3_HILIC_069	20180212_TOFI2_B3_HILIC_070	20180212_TOFI2_B3_HILIC_071	20180212_TOFI2_B3_HILIC_072	20180212_TOFI2_B3_HILIC_073	20180212_TOFI2_B3_HILIC_074	20180212_TOFI2_B3_HILIC_075	20180212_TOFI2_B3_HILIC_076	20180212_TOFI2_B3_HILIC_077	20180212_TOFI2_B3_HILIC_079	20180212_TOFI2_B3_HILIC_080	20180212_TOFI2_B3_HILIC_081	20180212_TOFI2_B3_HILIC_082	20180212_TOFI2_B3_HILIC_083	20180212_TOFI2_B3_HILIC_084	20180212_TOFI2_B3_HILIC_085	20180212_TOFI2_B3_HILIC_086	20180212_TOFI2_B3_HILIC_087	20180212_TOFI2_B3_HILIC_088	20180212_TOFI2_B3_HILIC_090	20180212_TOFI2_B3_HILIC_091	20180212_TOFI2_B3_HILIC_092	20180212_TOFI2_B3_HILIC_093	20180212_TOFI2_B3_HILIC_094	20180212_TOFI2_B3_HILIC_095	20180212_TOFI2_B3_HILIC_096	20180212_TOFI2_B3_HILIC_097	20180212_TOFI2_B3_HILIC_098	20180212_TOFI2_B3_HILIC_099	20180212_TOFI2_B3_HILIC_101	20180212_TOFI2_B3_HILIC_102	20180212_TOFI2_B3_HILIC_103	20180212_TOFI2_B3_HILIC_104	20180212_TOFI2_B3_HILIC_105	20180212_TOFI2_B3_HILIC_106	20180212_TOFI2_B3_HILIC_107	20180212_TOFI2_B3_HILIC_108	20180212_TOFI2_B3_HILIC_109	20180212_TOFI2_B3_HILIC_110	20180220_TOFI2_B4_HILIC_013	20180220_TOFI2_B4_HILIC_014	20180220_TOFI2_B4_HILIC_015	20180220_TOFI2_B4_HILIC_016	20180220_TOFI2_B4_HILIC_017	20180220_TOFI2_B4_HILIC_018	20180220_TOFI2_B4_HILIC_019	20180220_TOFI2_B4_HILIC_020	20180220_TOFI2_B4_HILIC_021	20180220_TOFI2_B4_HILIC_022	20180220_TOFI2_B4_HILIC_024	20180220_TOFI2_B4_HILIC_025	20180220_TOFI2_B4_HILIC_026	20180220_TOFI2_B4_HILIC_027	20180220_TOFI2_B4_HILIC_028	20180220_TOFI2_B4_HILIC_029	20180220_TOFI2_B4_HILIC_030	20180220_TOFI2_B4_HILIC_031	20180220_TOFI2_B4_HILIC_032	20180220_TOFI2_B4_HILIC_033	20180220_TOFI2_B4_HILIC_035	20180220_TOFI2_B4_HILIC_036	20180220_TOFI2_B4_HILIC_037	20180220_TOFI2_B4_HILIC_038	20180220_TOFI2_B4_HILIC_039	20180220_TOFI2_B4_HILIC_040	20180220_TOFI2_B4_HILIC_041	20180220_TOFI2_B4_HILIC_042	20180220_TOFI2_B4_HILIC_043	20180220_TOFI2_B4_HILIC_044	20180220_TOFI2_B4_HILIC_046	20180220_TOFI2_B4_HILIC_047	20180220_TOFI2_B4_HILIC_048	20180220_TOFI2_B4_HILIC_049	20180220_TOFI2_B4_HILIC_050	20180220_TOFI2_B4_HILIC_051	20180220_TOFI2_B4_HILIC_052	20180220_TOFI2_B4_HILIC_053	20180220_TOFI2_B4_HILIC_054	20180220_TOFI2_B4_HILIC_055	20180220_TOFI2_B4_HILIC_057	20180220_TOFI2_B4_HILIC_058	20180220_TOFI2_B4_HILIC_059	20180220_TOFI2_B4_HILIC_060	20180220_TOFI2_B4_HILIC_061	20180220_TOFI2_B4_HILIC_062	20180220_TOFI2_B4_HILIC_063	20180220_TOFI2_B4_HILIC_064	20180220_TOFI2_B4_HILIC_065	20180220_TOFI2_B4_HILIC_066	20180220_TOFI2_B4_HILIC_068	20180220_TOFI2_B4_HILIC_069	20180220_TOFI2_B4_HILIC_070	20180220_TOFI2_B4_HILIC_071	20180220_TOFI2_B4_HILIC_072	20180220_TOFI2_B4_HILIC_073	20180220_TOFI2_B4_HILIC_074	20180220_TOFI2_B4_HILIC_075	20180220_TOFI2_B4_HILIC_076	20180220_TOFI2_B4_HILIC_077	20180220_TOFI2_B4_HILIC_079	20180220_TOFI2_B4_HILIC_080	20180220_TOFI2_B4_HILIC_081	20180220_TOFI2_B4_HILIC_082	20180220_TOFI2_B4_HILIC_083	20180220_TOFI2_B4_HILIC_084	20180220_TOFI2_B4_HILIC_085	20180220_TOFI2_B4_HILIC_086	20180220_TOFI2_B4_HILIC_087	20180220_TOFI2_B4_HILIC_088	20180220_TOFI2_B4_HILIC_090	20180220_TOFI2_B4_HILIC_091	20180220_TOFI2_B4_HILIC_092	20180220_TOFI2_B4_HILIC_093	20180220_TOFI2_B4_HILIC_094	20180220_TOFI2_B4_HILIC_095	20180220_TOFI2_B4_HILIC_096	20180220_TOFI2_B4_HILIC_097	20180220_TOFI2_B4_HILIC_098	20180220_TOFI2_B4_HILIC_099	20180220_TOFI2_B4_HILIC_101	20180220_TOFI2_B4_HILIC_102	20180220_TOFI2_B4_HILIC_103	20180220_TOFI2_B4_HILIC_104	20180220_TOFI2_B4_HILIC_105	20180220_TOFI2_B4_HILIC_106	20180220_TOFI2_B4_HILIC_107	20180220_TOFI2_B4_HILIC_108
CHEBI:17115	C3H7NO3	N[C@@H](CO)C(O)=O	InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1	L-Serine	74.02397		(M-H-COH2)-	negative	826.172												56-45-0	HMDB00186	C00064	22382.40479	26776.68847	30699.27779	29512.29889	28600.07747	26709.9527	27585.03737	28934.08687	28958.39103	25731.01712	30734.30713	30821.64317	30277.20328	31581.16503	27976.66219	31913.99626	28536.19513	27181.20956	32054.71943	29533.58073	28253.35694	26519.78151	26355.42301	25753.19673	25162.94381	27124.87227	24867.88496	27428.37448	25446.74142	24412.49616	34721.8519	33402.94951	29717.18368	39924.73769	30121.96455	29877.4845	27270.52508	29710.71147	27558.8561	26296.59686	25805.69179	27265.06813	29308.46169	31126.34857	20768.23414	29931.60267	28274.098	25806.88501	31220.56495	37160.76325	31451.40145	34858.96599	35632.497	45794.51971	33335.02962	32261.68713	36860.28565	40091.0585	33362.4181	27770.28899	31254.42483	40394.73868	60053.61003	42841.48875	26245.32776	35822.39046	29210.67987	31107.67491	28656.92527	26076.67024	30579.37311	26964.16188	30192.72629	30735.16179	29432.01727	30890.16108	40181.02237	36545.55149	27056.36935	27429.80322	27823.39977	41150.60703	42594.39569	35521.43641	22508.48105	20544.68287	26709.56245	27264.93361	17675.55393	19970.33142	21720.60482	24585.87837	26625.64953	25006.31383	17256.4708	21971.9736	21333.87652	22257.04073	23324.00074	23214.20159	24768.72235	25280.04822	24680.07194	29908.80885	27174.31969	21211.55788	27124.97158	31799.46544	19239.95849	17532.07647	25455.6861	33114.65793	34988.82619	31742.53381	16530.47964	24534.87957	31590.92242	31991.57343	33295.25382	23240.48453	19070.07446	20991.65945	23195.85417	20306.8137	23279.8518	28740.64153	29455.89794	22097.17165	22625.59356	16744.02923	22251.20137	29822.71428	28769.75727	28969.57068	22407.11423	23720.18502	47042.14004	37833.73302	30928.67042	22372.36846	24027.03657	23045.26439	23944.16847	25158.67456	26973.30514	23369.65614	28760.33164	30864.71433	26027.23654	18252.72886	23955.95953	23579.45877	23514.25491	25879.16958	26080.83269	25384.36028	33003.12179	28703.53564	22804.77108	22168.65879	24614.12805	31857.38843	30653.57399	28888.39176	29749.191	32656.71657	30613.5336	31906.5068	36548.83031	25533.36596	33902.14183	24642.46243	31327.91446	38951.37345	26659.46752	28254.69336	36025.50046	34127.52141	28733.33515	26066.31628	27798.91516	21089.01172	37710.98185	34176.18173	21080.88966	28906.23389	32725.17804	32006.65037	30907.42721	29087.74551	25066.71783	32256.75412	28841.04083	21474.77717	18012.07674	20835.02352	48264.90096	37258.44136	31705.96103	23438.6848	21965.3316	22259.81662	19634.78124	21726.46755	24987.85087	23965.78809	28094.47404	25002.77948	24081.6469	29082.30314	22106.0599	25639.34976	27887.4275	22547.08412	19335.46365	26795.00868	29419.7349	35600.70906	39432.16341	19711.8108	25355.08144	34428.85354	35135.01279	30888.88849	19848.75257	25091.86893	24036.46789	24954.19474	26852.64735	24519.24011	23464.63978	30975.18882	23327.39801	21764.25863	21363.90837	24667.25508	33900.71184	31839.60017	23050.53687	21232.29185	24507.04172	29304.17394	37325.57133	34832.05288	19560.50606	28142.3913	22672.03688	24367.00482	24449.13548	25007.91945	23943.53108	24253.00505	24019.51714	23074.74633	23219.44948	27236.85517	36570.48878	34663.58044	24950.14005	25175.44184	24446.75575	42078.5819	38012.62285	52910.50195	19757.16828	22861.6862	22193.52235	21223.99621	23071.32123	22586.93613	21504.98772	29224.48356	27954.68702	21047.61485	21584.759	23797.69311	32540.06544	34784.67128	28574.68511	18953.35668	26216.55038	30850.29163	36096.32617	30154.07857	23258.81757	31700.77511	29218.56559	31840.00067	30984.44003	24165.76041	25822.41248	29688.9365	29543.91638	24248.43041	24411.09588	28921.11273	37270.24181	34149.68902	25715.18457	28739.47102	28799.22299	40271.357	41770.63975	25896.87307	19695.29504	28615.64808	28094.18626	29456.2298	29555.58738	30383.90919	39281.22879	53633.76042	54681.70442	34042.80528	35594.1789	37436.12481	57506.61866	63544.61924	68665.66004	31619.9796	40285.16622	33610.37769	34857.41216	32439.13452	30421.73818	24411.06776	22286.1563	23274.86083	25066.24182	24368.20825	22698.21402	30296.07908	33380.81464	25060.29908	23290.21024	25134.36973	30777.39442	37294.40372	34708.48266	25590.79044	34129.90917	37155.86947	39700.26747	39965.04332	26000.83276	29065.67597	29698.59538	33352.77144	33534.30868	30057.22382	28082.40298	30469.77939	29623.95475	26880.6299	24736.99608	27116.25945	28865.27678	28249.71031	29529.74757	30748.00938	27818.18304	28514.36482	31439.68664	26042.15365	25724.01201	29232.66847	35041.13253	40259.17568	37243.90468	23684.16137	20079.02948	23692.46736	19954.55328	18153.87994	17317.65626	25810.0622	23948.67401	21194.86551	13988.59655	18628.45942	19577.84727	20051.65215	19231.67743	20755.38132	30277.38734	37008.50411	34432.88673	32440.34933	29402.68858	33269.32012	34965.74697	37508.78656	29220.97146	24487.0801	31268.37667	30117.34248	30237.55486	32032.3
CHEBI:16857	C4H9NO3	C[C@@H](O)[C@H](N)C(O)=O	InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3+/m1/s1	L-Threonine	74.02398		(M-H-C2H4O)-	negative	772.139												72-19-4	HMDB00166	C00187	163634.2802	176582.3888	236318.7446	174711.6627	176821.0431	152364.7087	143689.19	166641.7399	162027.225	134983.8468	72576.71183	86218.88298	66144.92081	75345.07567	75918.91974	88586.9645	82651.78564	73629.62554	65158.95815	75542.57877	94768.52071	83865.313	87578.35983	79833.32532	81807.59099	84625.56225	70359.09599	80457.65837	72603.26684	72397.80229	69110.3495	76764.9436	71323.65487	87550.66535	65542.55876	60410.26483	56289.88241	69332.45004	62484.40147	57525.1445	151473.3983	202991.3623	206794.7518	263940.6568	177019.1373	168685.9737	164421.6512	148576.6334	149699.1706	170534.5202	180232.6623	221155.8486	266476.6592	270490.019	178988.159	267429.3401	338055.6089	339145.712	236711.6534	203133.054	320995.8824	340424.325	592660.0861	489703.1318	318126.5239	149024.6166	114884.1568	129028.4926	119800.6882	107029.8518	131786.0849	115265.0468	121330.5001	113659.6181	103185.9444	138189.614	213512.697	200524.6081	166004.6386	148604.601	130859.2574	270661.676	299794.6453	256481.767	154673.4865	122255.8284	149580.148	167620.4841	127276.0975	105838.0644	113091.902	138517.4575	193157.1062	230952.0887	128187.0935	98538.22935	83639.18027	90307.63709	85507.85375	86632.29023	146823.1652	142299.6798	136906.6958	164842.8998	140398.9003	178132.4087	221435.1381	259798.6517	227083.3037	182732.6236	168791.9494	247098.8205	300994.5805	264131.7317	183522.6087	111447.7581	193433.5806	262402.6756	293979.4958	125147.4615	109579.7309	116710.5266	103626.3609	91260.67053	111454.4667	137835.3148	172076.6936	119304.6133	108046.574	168780.1523	92725.97362	128021.0651	119707.6693	108108.3445	46131.72603	84217.1465	166829.4322	141821.6426	127513.992	96257.55114	114577.6061	112439.5554	111341.1407	104271.2213	110795.081	63870.98188	92910.94506	110445.0776	94949.12766	45962.89535	49513.62898	52143.97492	51652.14256	52905.56709	50580.99516	48381.23771	67042.81582	68750.2216	53842.98309	48005.95773	85758.50694	50936.26457	60960.14793	56868.23139	57441.78658	57637.45758	71821.2653	79341.5276	92791.67142	74543.94463	78921.83114	57781.76044	74737.21532	125330.6818	105245.1051	57453.26683	40410.16726	74852.35569	71986.82883	59661.38758	55374.08851	92637.60462	90114.72151	57540.89145	69773.85958	72040.76204	72732.28233	71843.91456	68410.79276	64030.15087	93227.03944	127928.7504	122064.6233	93054.47326	70363.8571	53994.66132	116951.0985	123214.2514	128110.8578	105669.2203	59326.25759	56810.33083	52943.22489	48935.60869	54270.84929	68828.964	80836.9206	65545.66789	59974.22956	66070.62349	53563.86911	72183.63719	77447.24174	64002.40814	56542.91217	69839.32045	92796.48793	114262.1779	156557.8797	87343.87814	55760.02877	99314.09102	119545.782	109744.4114	70806.51732	55838.82797	51509.10062	48028.72627	50313.04341	23002.18291	46770.58366	76685.36096	71121.60088	55667.73418	48372.7168	63088.74474	107531.1678	120869.5512	85567.74494	73479.21452	51301.6086	63987.29771	118047.0829	139070.9127	80600.72066	70510.93914	57710.40852	62500.30816	28808.46546	53797.12962	48241.00703	25655.50497	43160.64941	44743.95787	42052.47751	49237.03523	96168.87374	97708.34247	58583.16311	56533.00593	61883.26394	138544.7803	153040.3962	219087.2832	47304.21039	48130.45309	50687.44621	47998.93042	49754.21114	52742.52301	57350.12393	90888.26571	91583.88014	59313.46862	56290.35015	48371.09206	84485.52071	93530.92672	103081.5995	60844.90902	48124.24699	60191.7299	75707.30117	79551.87619	29231.3516	54631.54089	56442.15251	56259.73472	53059.97821	59376.82101	44325.37755	57319.00975	63441.11758	48632.68843	44977.00836	71297.6136	86415.20535	91544.25979	72361.30308	58904.7564	63411.08162	108579.0545	135766.9244	90621.62679	64750.98227	58555.51303	56631.9506	58912.91145	52266.41085	58061.11084	50416.36475	88068.82629	97266.24586	60789.32196	56601.9548	60907.06352	123444.8774	110621.9261	92362.18831	81129.8873	71558.47162	56732.92743	60156.87402	52318.92953	53217.97853	51376.88627	51541.43548	47391.99346	49536.60548	48074.55014	54417.19682	73587.51363	86391.49487	69107.35591	57057.29412	44785.7192	66818.98854	83476.55586	104485.7761	78399.75339	69991.56037	93994.61708	101413.2392	111272.4866	35864.89728	56873.20516	57203.80284	61324.78266	57244.88176	51712.85219	63562.98253	87505.56151	77559.29664	74284.33021	62279.6791	51036.05228	49654.72891	45444.58118	41261.93922	44602.49081	47217.80318	57654.09428	67915.65062	51445.36984	44630.13855	54047.40586	70977.84134	88305.41395	94933.21644	57942.47754	35339.42784	54046.78374	37366.62996	32333.71809	25984.60598	57930.76601	61423.76075	57716.03152	38161.32118	28253.2159	26747.96747	27999.96065	27398.31083	33456.09029	33329.0902	51814.08592	48975.2593	37454.40393	33415.27358	57903.56849	71408.42936	79434.43749	69157.12155	64367.24712	43759.97659	41304.6144	44080.39218	39532.92602
